id,fish,year,biomass,F
1985,Haddock NAFO-4X5Y,2008,0.729,NA
1986,Haddock NAFO-4X5Y,2009,0.733,NA
1987,Haddock NAFO-4X5Y,2010,0.822,NA
2002,Haddock NAFO-5Y,1977,1.85,1.94
2003,Haddock NAFO-5Y,1978,2.66,0.5
2004,Haddock NAFO-5Y,1979,3.1,0.25
2005,Haddock NAFO-5Y,1980,3.09,0.28
2006,Haddock NAFO-5Y,1981,3.01,0.27
2007,Haddock NAFO-5Y,1982,2.82,0.43
2008,Haddock NAFO-5Y,1983,2.12,0.58
2009,Haddock NAFO-5Y,1984,1.41,0.38
2010,Haddock NAFO-5Y,1985,0.918,0.51
2011,Haddock NAFO-5Y,1986,0.54,0.64
2012,Haddock NAFO-5Y,1987,0.279,0.93
2013,Haddock NAFO-5Y,1988,0.168,0.98
2014,Haddock NAFO-5Y,1989,0.111,0.86
2015,Haddock NAFO-5Y,1990,0.144,2.25
2016,Haddock NAFO-5Y,1991,0.165,2.6
2017,Haddock NAFO-5Y,1992,0.186,0.28
2018,Haddock NAFO-5Y,1993,0.196,0.24
2019,Haddock NAFO-5Y,1994,0.274,0.14
2020,Haddock NAFO-5Y,1995,0.459,0.14
2021,Haddock NAFO-5Y,1996,0.618,0.17
2022,Haddock NAFO-5Y,1997,0.967,0.14
2023,Haddock NAFO-5Y,1998,1.32,0.19
2024,Haddock NAFO-5Y,1999,1.32,0.14
2025,Haddock NAFO-5Y,2000,1.5,0.2
2026,Haddock NAFO-5Y,2001,2.55,0.19
2027,Haddock NAFO-5Y,2002,3.42,0.18
2028,Haddock NAFO-5Y,2003,3.01,0.15
2029,Haddock NAFO-5Y,2004,2.56,0.14
2030,Haddock NAFO-5Y,2005,2.06,0.19
2031,Haddock NAFO-5Y,2006,1.62,0.19
2032,Haddock NAFO-5Y,2007,1.39,0.23
2033,Haddock NAFO-5Y,2008,0.914,0.26
2034,Haddock NAFO-5Y,2009,0.788,0.53
2035,Haddock NAFO-5Y,2010,0.585,0.82
2037,Hoki Western New Zealand,1970,4,0
2038,Hoki Western New Zealand,1971,4,0
2039,Hoki Western New Zealand,1972,3.99,0.0044
2040,Hoki Western New Zealand,1973,3.97,0.0045
2041,Hoki Western New Zealand,1974,3.96,0.0049
2042,Hoki Western New Zealand,1975,3.93,0.0173
2043,Hoki Western New Zealand,1976,3.84,0.03
2044,Hoki Western New Zealand,1977,3.64,0.0541
2045,Hoki Western New Zealand,1978,3.63,0.0047
2046,Hoki Western New Zealand,1979,3.62,0.0165
2047,Hoki Western New Zealand,1980,3.59,0.0184
2048,Hoki Western New Zealand,1981,3.59,0.0228
2049,Hoki Western New Zealand,1982,3.59,0.0227
2050,Hoki Western New Zealand,1983,3.59,0.0252
2051,Hoki Western New Zealand,1984,3.57,0.0329
2052,Hoki Western New Zealand,1985,3.59,0.0294
2053,Hoki Western New Zealand,1986,3.5,0.0706
2054,Hoki Western New Zealand,1987,3.14,0.142
2055,Hoki Western New Zealand,1988,2.64,0.233
2056,Hoki Western New Zealand,1989,2.44,0.218
2057,Hoki Western New Zealand,1990,2.19,0.224
2058,Hoki Western New Zealand,1991,2,0.195
2059,Hoki Western New Zealand,1992,2.02,0.171
2060,Hoki Western New Zealand,1993,2.03,0.164
2061,Hoki Western New Zealand,1994,2.01,0.18
2062,Hoki Western New Zealand,1995,2.03,0.13
2063,Hoki Western New Zealand,1996,2.14,0.125
2064,Hoki Western New Zealand,1997,2.05,0.159
2065,Hoki Western New Zealand,1998,1.88,0.189
2066,Hoki Western New Zealand,1999,1.85,0.184
2067,Hoki Western New Zealand,2000,1.56,0.225
2068,Hoki Western New Zealand,2001,1.17,0.272
2069,Hoki Western New Zealand,2002,0.882,0.317
2070,Hoki Western New Zealand,2003,0.57,0.36
2071,Hoki Western New Zealand,2004,0.501,0.298
2072,Hoki Western New Zealand,2005,0.5,0.244
2073,Hoki Western New Zealand,2006,0.505,0.246
2074,Hoki Western New Zealand,2007,0.647,0.179
2075,Hoki Western New Zealand,2008,0.838,0.113
2076,Hoki Western New Zealand,2009,1.02,0.0977
2077,Hoki Western New Zealand,2010,1.24,0.12
2078,Hoki Western New Zealand,2011,1.38,0.135
2079,Hoki Western New Zealand,2012,1.42,0.137
2080,Jackass morwong Southeast Australia,1913,2.08,NA
2081,Jackass morwong Southeast Australia,1914,2.08,NA
2082,Jackass morwong Southeast Australia,1915,2.08,NA
2083,Jackass morwong Southeast Australia,1916,2.08,NA
2084,Jackass morwong Southeast Australia,1917,2.08,NA
2085,Jackass morwong Southeast Australia,1918,2.07,NA
2086,Jackass morwong Southeast Australia,1919,2.07,NA
2087,Jackass morwong Southeast Australia,1920,2.06,NA
2088,Jackass morwong Southeast Australia,1921,2.05,NA
2089,Jackass morwong Southeast Australia,1922,2.04,NA
2090,Jackass morwong Southeast Australia,1923,2.04,NA
2091,Jackass morwong Southeast Australia,1924,2.04,NA
2092,Jackass morwong Southeast Australia,1925,2.03,NA
2093,Jackass morwong Southeast Australia,1926,2.02,NA
2094,Jackass morwong Southeast Australia,1927,2,NA
2095,Jackass morwong Southeast Australia,1928,1.99,NA
2096,Jackass morwong Southeast Australia,1929,1.97,NA
2097,Jackass morwong Southeast Australia,1930,1.94,NA
2098,Jackass morwong Southeast Australia,1931,1.93,NA
2099,Jackass morwong Southeast Australia,1932,1.91,NA
2100,Jackass morwong Southeast Australia,1933,1.9,NA
2101,Jackass morwong Southeast Australia,1934,1.89,NA
2102,Jackass morwong Southeast Australia,1935,1.88,NA
2103,Jackass morwong Southeast Australia,1936,1.88,NA
2104,Jackass morwong Southeast Australia,1937,1.87,NA
2105,Jackass morwong Southeast Australia,1938,1.85,NA
2106,Jackass morwong Southeast Australia,1939,1.84,NA
2107,Jackass morwong Southeast Australia,1940,1.84,NA
2108,Jackass morwong Southeast Australia,1941,1.85,NA
2109,Jackass morwong Southeast Australia,1942,1.87,NA
2110,Jackass morwong Southeast Australia,1943,1.89,NA
2111,Jackass morwong Southeast Australia,1944,1.91,NA
2112,Jackass morwong Southeast Australia,1945,1.91,NA
2113,Jackass morwong Southeast Australia,1946,1.89,NA
2114,Jackass morwong Southeast Australia,1947,1.78,NA
2115,Jackass morwong Southeast Australia,1948,1.66,NA
2116,Jackass morwong Southeast Australia,1949,1.63,NA
2117,Jackass morwong Southeast Australia,1950,1.63,NA
2118,Jackass morwong Southeast Australia,1951,1.72,NA
2119,Jackass morwong Southeast Australia,1952,1.86,NA
2120,Jackass morwong Southeast Australia,1953,1.91,NA
2121,Jackass morwong Southeast Australia,1954,1.89,NA
2122,Jackass morwong Southeast Australia,1955,1.89,NA
2123,Jackass morwong Southeast Australia,1956,1.99,NA
2124,Jackass morwong Southeast Australia,1957,2,NA
2125,Jackass morwong Southeast Australia,1958,1.92,NA
2126,Jackass morwong Southeast Australia,1959,1.86,NA
2127,Jackass morwong Southeast Australia,1960,1.85,NA
2128,Jackass morwong Southeast Australia,1961,1.94,NA
2129,Jackass morwong Southeast Australia,1962,2.04,NA
2130,Jackass morwong Southeast Australia,1963,2.02,NA
2131,Jackass morwong Southeast Australia,1964,2.03,NA
2132,Jackass morwong Southeast Australia,1965,2.02,NA
2133,Jackass morwong Southeast Australia,1966,1.92,NA
2134,Jackass morwong Southeast Australia,1967,1.74,NA
2135,Jackass morwong Southeast Australia,1968,1.67,NA
2136,Jackass morwong Southeast Australia,1969,1.56,NA
2137,Jackass morwong Southeast Australia,1970,1.5,NA
2138,Jackass morwong Southeast Australia,1971,1.56,NA
2139,Jackass morwong Southeast Australia,1972,1.73,NA
2140,Jackass morwong Southeast Australia,1973,1.89,NA
2141,Jackass morwong Southeast Australia,1974,1.97,NA
2142,Jackass morwong Southeast Australia,1975,1.98,NA
2143,Jackass morwong Southeast Australia,1976,1.93,NA
2144,Jackass morwong Southeast Australia,1977,1.84,NA
2145,Jackass morwong Southeast Australia,1978,1.76,NA
2146,Jackass morwong Southeast Australia,1979,1.65,NA
2147,Jackass morwong Southeast Australia,1980,1.52,NA
2148,Jackass morwong Southeast Australia,1981,1.33,NA
2149,Jackass morwong Southeast Australia,1982,1.19,NA
2150,Jackass morwong Southeast Australia,1983,1.12,NA
2151,Jackass morwong Southeast Australia,1984,1.07,NA
2152,Jackass morwong Southeast Australia,1985,1,NA
2153,Jackass morwong Southeast Australia,1986,0.975,NA
2154,Jackass morwong Southeast Australia,1987,0.948,NA
2155,Jackass morwong Southeast Australia,1988,0.895,NA
2156,Jackass morwong Southeast Australia,1989,0.806,NA
2157,Jackass morwong Southeast Australia,1990,0.724,NA
2158,Jackass morwong Southeast Australia,1991,0.707,NA
2159,Jackass morwong Southeast Australia,1992,0.665,NA
2160,Jackass morwong Southeast Australia,1993,0.637,NA
2161,Jackass morwong Southeast Australia,1994,0.578,NA
2162,Jackass morwong Southeast Australia,1995,0.538,NA
2163,Jackass morwong Southeast Australia,1996,0.508,NA
2164,Jackass morwong Southeast Australia,1997,0.478,NA
2165,Jackass morwong Southeast Australia,1998,0.433,NA
2166,Jackass morwong Southeast Australia,1999,0.395,NA
2167,Jackass morwong Southeast Australia,2000,0.351,NA
2168,Jackass morwong Southeast Australia,2001,0.325,NA
2169,Jackass morwong Southeast Australia,2002,0.318,NA
2170,Jackass morwong Southeast Australia,2003,0.302,NA
2171,Jackass morwong Southeast Australia,2004,0.28,NA
2172,Jackass morwong Southeast Australia,2005,0.262,NA
2173,Jackass morwong Southeast Australia,2006,0.268,NA
2174,Jackass morwong Southeast Australia,2007,0.313,NA
2175,Lingcod Northern Pacific Coast,1928,3.53,NA
2176,Lingcod Northern Pacific Coast,1929,3.53,NA
2177,Lingcod Northern Pacific Coast,1930,3.52,NA
2178,Lingcod Northern Pacific Coast,1931,3.52,NA
2179,Lingcod Northern Pacific Coast,1932,3.52,NA
2180,Lingcod Northern Pacific Coast,1933,3.52,NA
2181,Lingcod Northern Pacific Coast,1934,3.52,NA
2182,Lingcod Northern Pacific Coast,1935,3.52,NA
2183,Lingcod Northern Pacific Coast,1936,3.52,NA
2184,Lingcod Northern Pacific Coast,1937,3.52,NA
2185,Lingcod Northern Pacific Coast,1938,3.52,NA
2186,Lingcod Northern Pacific Coast,1939,3.52,NA
2187,Lingcod Northern Pacific Coast,1940,3.52,NA
2188,Lingcod Northern Pacific Coast,1941,3.51,NA
2189,Lingcod Northern Pacific Coast,1942,3.47,NA
2190,Lingcod Northern Pacific Coast,1943,3.45,NA
2191,Lingcod Northern Pacific Coast,1944,3.41,NA
2192,Lingcod Northern Pacific Coast,1945,3.33,NA
2193,Lingcod Northern Pacific Coast,1946,3.3,NA
2194,Lingcod Northern Pacific Coast,1947,3.26,NA
2195,Lingcod Northern Pacific Coast,1948,3.27,NA
2196,Lingcod Northern Pacific Coast,1949,3.27,NA
2197,Lingcod Northern Pacific Coast,1950,3.22,NA
2198,Lingcod Northern Pacific Coast,1951,3.2,NA
2199,Lingcod Northern Pacific Coast,1952,3.17,NA
2200,Lingcod Northern Pacific Coast,1953,3.16,NA
2201,Lingcod Northern Pacific Coast,1954,3.19,NA
2202,Lingcod Northern Pacific Coast,1955,3.19,NA
2203,Lingcod Northern Pacific Coast,1956,3.16,NA
2204,Lingcod Northern Pacific Coast,1957,3.16,NA
2205,Lingcod Northern Pacific Coast,1958,3.15,NA
2206,Lingcod Northern Pacific Coast,1959,3.14,NA
2207,Lingcod Northern Pacific Coast,1960,3.09,NA
2208,Lingcod Northern Pacific Coast,1961,3.01,NA
2209,Lingcod Northern Pacific Coast,1962,2.97,NA
2210,Lingcod Northern Pacific Coast,1963,3.02,NA
2211,Lingcod Northern Pacific Coast,1964,3.05,NA
2212,Lingcod Northern Pacific Coast,1965,3.05,NA
2213,Lingcod Northern Pacific Coast,1966,3.3,NA
2214,Lingcod Northern Pacific Coast,1967,3.52,NA
2215,Lingcod Northern Pacific Coast,1968,3.57,NA
2216,Lingcod Northern Pacific Coast,1969,3.54,NA
2217,Lingcod Northern Pacific Coast,1970,3.5,NA
2218,Lingcod Northern Pacific Coast,1971,3.48,NA
2219,Lingcod Northern Pacific Coast,1972,3.58,NA
2220,Lingcod Northern Pacific Coast,1973,3.57,NA
2221,Lingcod Northern Pacific Coast,1974,3.47,NA
2222,Lingcod Northern Pacific Coast,1975,3.32,NA
2223,Lingcod Northern Pacific Coast,1976,3.15,NA
2224,Lingcod Northern Pacific Coast,1977,2.98,NA
2225,Lingcod Northern Pacific Coast,1978,2.78,NA
2226,Lingcod Northern Pacific Coast,1979,2.64,NA
2227,Lingcod Northern Pacific Coast,1980,2.48,NA
2228,Lingcod Northern Pacific Coast,1981,2.38,NA
2229,Lingcod Northern Pacific Coast,1982,2.24,NA
2230,Lingcod Northern Pacific Coast,1983,2.01,NA
2231,Lingcod Northern Pacific Coast,1984,1.8,NA
2232,Lingcod Northern Pacific Coast,1985,1.57,NA
2233,Lingcod Northern Pacific Coast,1986,1.31,NA
2234,Lingcod Northern Pacific Coast,1987,1.28,NA
2235,Lingcod Northern Pacific Coast,1988,1.16,NA
2236,Lingcod Northern Pacific Coast,1989,1.04,NA
2237,Lingcod Northern Pacific Coast,1990,0.863,NA
2238,Lingcod Northern Pacific Coast,1991,0.736,NA
2239,Lingcod Northern Pacific Coast,1992,0.604,NA
2240,Lingcod Northern Pacific Coast,1993,0.601,NA
2241,Lingcod Northern Pacific Coast,1994,0.59,NA
2242,Lingcod Northern Pacific Coast,1995,0.57,NA
2243,Lingcod Northern Pacific Coast,1996,0.603,NA
2244,Lingcod Northern Pacific Coast,1997,0.616,NA
2245,Lingcod Northern Pacific Coast,1998,0.627,NA
2246,Lingcod Northern Pacific Coast,1999,0.687,NA
2247,Lingcod Northern Pacific Coast,2000,0.741,NA
2248,Lingcod Northern Pacific Coast,2001,0.89,NA
2249,Lingcod Northern Pacific Coast,2002,1.1,NA
2250,Lingcod Northern Pacific Coast,2003,1.34,NA
2251,Lingcod Northern Pacific Coast,2004,1.61,NA
2252,Lingcod Northern Pacific Coast,2005,1.82,NA
2253,Lingcod Northern Pacific Coast,2006,2.03,NA
2254,Lingcod Northern Pacific Coast,2007,2.19,NA
2255,Lingcod Northern Pacific Coast,2008,2.41,NA
2256,Lingcod Northern Pacific Coast,2009,2.56,NA
2257,Lingcod Southern Pacific Coast,1928,1.69,NA
2258,Lingcod Southern Pacific Coast,1929,1.69,NA
2259,Lingcod Southern Pacific Coast,1930,1.68,NA
2260,Lingcod Southern Pacific Coast,1931,1.66,NA
2261,Lingcod Southern Pacific Coast,1932,1.65,NA
2262,Lingcod Southern Pacific Coast,1933,1.64,NA
2263,Lingcod Southern Pacific Coast,1934,1.62,NA
2264,Lingcod Southern Pacific Coast,1935,1.62,NA
2265,Lingcod Southern Pacific Coast,1936,1.61,NA
2266,Lingcod Southern Pacific Coast,1937,1.61,NA
2267,Lingcod Southern Pacific Coast,1938,1.6,NA
2268,Lingcod Southern Pacific Coast,1939,1.6,NA
2269,Lingcod Southern Pacific Coast,1940,1.6,NA
2270,Lingcod Southern Pacific Coast,1941,1.59,NA
2271,Lingcod Southern Pacific Coast,1942,1.6,NA
2272,Lingcod Southern Pacific Coast,1943,1.6,NA
2273,Lingcod Southern Pacific Coast,1944,1.6,NA
2274,Lingcod Southern Pacific Coast,1945,1.6,NA
2275,Lingcod Southern Pacific Coast,1946,1.59,NA
2276,Lingcod Southern Pacific Coast,1947,1.58,NA
2277,Lingcod Southern Pacific Coast,1948,1.53,NA
2278,Lingcod Southern Pacific Coast,1949,1.49,NA
2279,Lingcod Southern Pacific Coast,1950,1.46,NA
2280,Lingcod Southern Pacific Coast,1951,1.43,NA
2281,Lingcod Southern Pacific Coast,1952,1.39,NA
2282,Lingcod Southern Pacific Coast,1953,1.38,NA
2283,Lingcod Southern Pacific Coast,1954,1.37,NA
2284,Lingcod Southern Pacific Coast,1955,1.36,NA
2285,Lingcod Southern Pacific Coast,1956,1.35,NA
2286,Lingcod Southern Pacific Coast,1957,1.34,NA
2287,Lingcod Southern Pacific Coast,1958,1.31,NA
2288,Lingcod Southern Pacific Coast,1959,1.27,NA
2289,Lingcod Southern Pacific Coast,1960,1.25,NA
2290,Lingcod Southern Pacific Coast,1961,1.23,NA
2291,Lingcod Southern Pacific Coast,1962,1.21,NA
2292,Lingcod Southern Pacific Coast,1963,1.19,NA
2293,Lingcod Southern Pacific Coast,1964,1.18,NA
2294,Lingcod Southern Pacific Coast,1965,1.17,NA
2295,Lingcod Southern Pacific Coast,1966,1.15,NA
2296,Lingcod Southern Pacific Coast,1967,1.13,NA
2297,Lingcod Southern Pacific Coast,1968,1.11,NA
2298,Lingcod Southern Pacific Coast,1969,1.08,NA
2299,Lingcod Southern Pacific Coast,1970,1.07,NA
2300,Lingcod Southern Pacific Coast,1971,1.04,NA
2301,Lingcod Southern Pacific Coast,1972,1.01,NA
2302,Lingcod Southern Pacific Coast,1973,0.959,NA
2303,Lingcod Southern Pacific Coast,1974,0.903,NA
2304,Lingcod Southern Pacific Coast,1975,0.832,NA
2305,Lingcod Southern Pacific Coast,1976,0.757,NA
2306,Lingcod Southern Pacific Coast,1977,0.669,NA
2307,Lingcod Southern Pacific Coast,1978,0.67,NA
2308,Lingcod Southern Pacific Coast,1979,0.641,NA
2309,Lingcod Southern Pacific Coast,1980,0.573,NA
2310,Lingcod Southern Pacific Coast,1981,0.502,NA
2311,Lingcod Southern Pacific Coast,1982,0.431,NA
2312,Lingcod Southern Pacific Coast,1983,0.361,NA
2313,Lingcod Southern Pacific Coast,1984,0.321,NA
2314,Lingcod Southern Pacific Coast,1985,0.331,NA
2315,Lingcod Southern Pacific Coast,1986,0.326,NA
2316,Lingcod Southern Pacific Coast,1987,0.343,NA
2317,Lingcod Southern Pacific Coast,1988,0.336,NA
2318,Lingcod Southern Pacific Coast,1989,0.323,NA
2319,Lingcod Southern Pacific Coast,1990,0.281,NA
2320,Lingcod Southern Pacific Coast,1991,0.252,NA
2321,Lingcod Southern Pacific Coast,1992,0.242,NA
2322,Lingcod Southern Pacific Coast,1993,0.248,NA
2323,Lingcod Southern Pacific Coast,1994,0.245,NA
2324,Lingcod Southern Pacific Coast,1995,0.255,NA
2325,Lingcod Southern Pacific Coast,1996,0.273,NA
2326,Lingcod Southern Pacific Coast,1997,0.273,NA
2327,Lingcod Southern Pacific Coast,1998,0.301,NA
2328,Lingcod Southern Pacific Coast,1999,0.34,NA
2329,Lingcod Southern Pacific Coast,2000,0.372,NA
2330,Lingcod Southern Pacific Coast,2001,0.522,NA
2331,Lingcod Southern Pacific Coast,2002,0.683,NA
2332,Lingcod Southern Pacific Coast,2003,0.858,NA
2333,Lingcod Southern Pacific Coast,2004,0.982,NA
2334,Lingcod Southern Pacific Coast,2005,1.17,NA
2335,Lingcod Southern Pacific Coast,2006,1.3,NA
2336,Lingcod Southern Pacific Coast,2007,1.39,NA
2337,Lingcod Southern Pacific Coast,2008,1.44,NA
2338,Lingcod Southern Pacific Coast,2009,1.63,NA
2339,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1981,0.876,0.212
2340,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1982,0.829,0.186
2341,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1983,0.792,0.214
2342,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1984,0.749,0.268
2343,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1985,0.699,0.0706
2344,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1986,0.698,0.176
2345,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1987,0.664,0.261
2346,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1988,0.604,0.239
2347,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1989,0.563,0.2
2348,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1990,0.534,0.148
2349,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1991,0.532,0.212
2350,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1992,0.522,0.275
2351,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1993,0.5,0.254
2352,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1994,0.477,0.182
2353,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1995,0.476,0.388
2354,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1996,0.482,0.237
2355,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1997,0.509,0.26
2356,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1998,0.541,0.239
2357,Mutton snapper Southern Atlantic coast and Gulf of Mexico,1999,0.573,0.214
2358,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2000,0.617,0.182
2359,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2001,0.678,0.139
2360,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2002,0.772,0.212
2361,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2003,0.871,0.224
2362,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2004,0.956,0.167
2363,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2005,1.03,0.156
2364,Mutton snapper Southern Atlantic coast and Gulf of Mexico,2006,1.13,0.18
2365,New Zealand snapper New Zealand Area 8,1931,4.66,0.00283
2366,New Zealand snapper New Zealand Area 8,1932,4.66,0.00331
2367,New Zealand snapper New Zealand Area 8,1933,4.66,0.00424
2368,New Zealand snapper New Zealand Area 8,1934,4.65,0.005
2369,New Zealand snapper New Zealand Area 8,1935,4.64,0.00336
2370,New Zealand snapper New Zealand Area 8,1936,4.64,0.00342
2371,New Zealand snapper New Zealand Area 8,1937,4.64,0.0038
2372,New Zealand snapper New Zealand Area 8,1938,4.63,0.00371
2373,New Zealand snapper New Zealand Area 8,1939,4.63,0.00303
2374,New Zealand snapper New Zealand Area 8,1940,4.63,0.0031
2375,New Zealand snapper New Zealand Area 8,1941,4.62,0.00316
2376,New Zealand snapper New Zealand Area 8,1942,4.62,0.00294
2377,New Zealand snapper New Zealand Area 8,1943,4.62,0.00301
2378,New Zealand snapper New Zealand Area 8,1944,4.62,0.00279
2379,New Zealand snapper New Zealand Area 8,1945,4.62,0.00407
2380,New Zealand snapper New Zealand Area 8,1946,4.61,0.00562
2381,New Zealand snapper New Zealand Area 8,1947,4.6,0.00576
2382,New Zealand snapper New Zealand Area 8,1948,4.59,0.00541
2383,New Zealand snapper New Zealand Area 8,1949,4.58,0.00675
2384,New Zealand snapper New Zealand Area 8,1950,4.56,0.00776
2385,New Zealand snapper New Zealand Area 8,1951,4.55,0.00845
2386,New Zealand snapper New Zealand Area 8,1952,4.53,0.0085
2387,New Zealand snapper New Zealand Area 8,1953,4.51,0.0207
2388,New Zealand snapper New Zealand Area 8,1954,4.45,0.0207
2389,New Zealand snapper New Zealand Area 8,1955,4.39,0.022
2390,New Zealand snapper New Zealand Area 8,1956,4.32,0.0236
2391,New Zealand snapper New Zealand Area 8,1957,4.25,0.0302
2392,New Zealand snapper New Zealand Area 8,1958,4.17,0.0244
